,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
452694,-34.6229462,-58.4478768,Departamento,2.0,38.0,105000.0
237354,-34.5977603,-58.4408726,Departamento,3.0,71.0,199000.0
72267,-34.5610112,-58.4709353,Departamento,2.0,49.0,140000.0
301220,-34.6237933,-58.4022563,Departamento,3.0,59.0,85000.0
363265,-34.5839635,-58.5147879,Departamento,3.0,62.0,110000.0
193700,-34.55211639,-58.49703979,PH,3.0,55.0,120000.0
428615,-34.621863,-58.4365978,PH,3.0,100.0,110000.0
106772,-34.5731916,-58.4223039,Departamento,3.0,110.0,375000.0
7706,-34.591377,-58.3981162,Departamento,1.0,37.0,125000.0
112432,-34.6212329,-58.480909,PH,3.0,60.0,79000.0
268377,-34.5702717,-58.4872956,Departamento,3.0,86.0,290000.0
265163,-34.5863091,-58.4082958,Departamento,2.0,40.0,162000.0
313568,-34.5915066219,-58.4420415811,Departamento,1.0,40.0,85900.0
295267,-34.6101112701,-58.4166669846,Departamento,3.0,84.0,159900.0
72437,-34.5662991,-58.4574022,Departamento,2.0,38.0,147000.0
377920,-34.595836,-58.3863181,Departamento,7.0,271.0,540000.0
26463,-34.5802591,-58.4832368,Departamento,1.0,55.0,117500.0
195275,-34.558622,-58.445784,Departamento,1.0,36.0,99000.0
386646,-34.6127395,-58.407483,Departamento,2.0,71.0,134900.0
338463,-34.614384,-58.519939,PH,3.0,125.0,189000.0
22984,-34.5565715,-58.4601675,Departamento,4.0,86.0,215000.0
76681,-34.6093123613,-58.3963427151,Departamento,4.0,60.0,115000.0
71297,-34.6017756,-58.4643023,Departamento,1.0,35.0,73000.0
217635,-34.6114843,-58.4072348,Departamento,3.0,56.0,95000.0
193433,-34.618632,-58.471051,Departamento,3.0,65.0,119000.0
170176,-34.6320451,-58.3717124,Departamento,2.0,40.0,69000.0
232219,-34.606355,-58.4652624,Casa,5.0,169.0,280000.0
20942,-34.5921927092,-58.3850229854,Departamento,4.0,131.0,360000.0
85978,-34.5908356,-58.3839518,Departamento,2.0,55.99743356701189,119000.0
421435,-34.616489,-58.444572,Casa,4.0,209.0,450000.0
135892,-34.5518669,-58.468343,Departamento,1.0,41.0,129000.0
323214,-34.5826507,-58.4659212,Departamento,2.0,41.0,70000.0
92802,-34.6224703,-58.4315617,Departamento,3.0,65.0,106999.0
261920,-34.6334004,-58.4598625,Departamento,2.0,43.0,75000.0
78170,-34.5872755,-58.513193,PH,5.0,173.0,320000.0
400188,-34.5866448,-58.4872055,Departamento,1.0,45.0,79900.0
136260,-34.6230647,-58.4379386,PH,6.0,184.0,420000.0
436266,-34.5699638,-58.4508907,Departamento,2.0,46.0,129999.0
37274,-34.6022193,-58.4402704,Departamento,4.0,60.0,127000.0
40892,-34.6121824,-58.40155,Departamento,2.0,30.0,56000.0
284886,-34.5858478,-58.4173188,Departamento,4.0,119.0,285000.0
73441,-34.5933111,-58.4294417,Departamento,1.0,48.0,170000.0
266193,-34.5879931,-58.4145035,Departamento,3.0,113.0,178000.0
426191,-34.5849475,-58.4160874,Departamento,3.0,66.0,144900.0
262715,-34.5660801,-58.4650261,Departamento,2.0,54.0,165000.0
53558,-34.5724063,-58.4308553,Departamento,4.0,174.0,690000.0
293784,-34.6072181,-58.3825041,Departamento,3.0,80.0,135000.0
17494,-34.5787581,-58.4354957,Departamento,3.0,42.857702447886474,80200.0
448285,-34.6242175,-58.4120994,PH,2.0,65.0,110000.0
274586,-34.5934237,-58.4332264,Departamento,4.0,120.0,380000.0
35380,-34.684698,-58.467891,Departamento,3.0,49.0,60000.0
182775,-34.5725663134,-58.4317245791,Departamento,3.0,118.0,299980.0
184079,-34.558809191,-58.4524592386,Departamento,4.0,175.0,460000.0
335917,-34.609118,-58.427535,Departamento,1.0,33.0,53800.0
93513,-34.6032307,-58.4330739,Departamento,4.0,85.0,160000.0
9414,-34.5781081,-58.4241936,Departamento,4.0,224.0,950000.0
456153,-34.6294052,-58.434721,Departamento,3.0,66.0,138500.0
347465,-34.618305,-58.442568,Departamento,3.0,77.0,162000.0
223175,-34.589678386,-58.4060915081,Departamento,3.0,85.0,520000.0
388810,-34.5957004,-58.403286,Departamento,3.0,101.0,190000.0
140612,-34.6535499,-58.5117454,PH,4.0,115.0,155000.0
241336,-34.6034929,-58.4258586,Departamento,3.0,59.0,112000.0
117970,-34.5997839,-58.405561,Departamento,2.0,31.0,69500.0
346198,-34.5914496,-58.3942074,Departamento,2.0,35.0,120000.0
345179,-34.5702744,-58.4872934,Departamento,3.0,88.0,275000.0
238137,-34.5409595428,-58.4738516808,Departamento,1.0,41.0,88000.0
202977,-34.595193,-58.3959243,Departamento,5.0,172.0,490000.0
263883,-34.6008294,-58.414055,Departamento,3.0,73.0,148000.0
225077,-34.5935847,-58.4413219,Departamento,2.0,36.0,85000.0
285145,-34.5898909309,-58.392169274,Departamento,5.0,130.0,339000.0
114068,-34.617662,-58.3760284,Departamento,2.0,72.7792058217814,120000.0
101221,-34.5801573,-58.5042277,Departamento,3.0,152.0,151000.0
187163,-34.5691256,-58.4426745,Departamento,4.0,82.0,270000.0
415983,-34.625236,-58.3789481,Departamento,1.0,35.0,63000.0
397701,-34.584531,-58.4049,Departamento,2.0,40.0,124000.0
307871,-34.5584903,-58.4464734,Departamento,1.0,35.0,128000.0
365478,-34.5859383,-58.4180046,Departamento,2.0,45.0,145000.0
168527,-34.617978,-58.362848,Departamento,2.0,71.0,500000.0
217411,-34.6213179,-58.4309047,Departamento,2.0,62.0,140000.0
446636,-34.6000585995,-58.3805374762,Departamento,1.0,30.0,57000.0
332817,-34.5988661,-58.375317,Departamento,3.0,72.0,129000.0
17753,-34.541616,-58.4733768,Departamento,2.0,48.0,86000.0
38462,-34.5986085,-58.3742066,Departamento,4.0,72.0,115000.0
83716,-34.5490012,-58.4663783,Departamento,3.0,43.0,98000.0
382207,-34.629765,-58.459939,PH,4.0,90.0,99000.0
293514,-34.5977663,-58.3897516,Departamento,2.0,57.0,160000.0
308688,-34.5868079,-58.4536527,Departamento,2.0,57.0,89000.0
251555,-34.6190263,-58.4337336,Departamento,4.0,183.0,419900.0
220613,-34.5544055,-58.4575481,Departamento,2.0,43.0,99000.0
275879,-34.5842391,-58.5021363,Departamento,3.0,67.0,158950.0
337588,-34.5690031,-58.4504475,Departamento,1.0,53.0,135000.0
119379,-34.6105425,-58.4270966,Departamento,3.0,87.23347381209506,85000.0
327225,-34.5996406,-58.3768818,Departamento,2.0,42.0,70000.0
440529,-34.6217529,-58.4629264,Departamento,3.0,64.0,138500.0
257415,-34.6188273,-58.4457457,Departamento,2.0,55.0,185000.0
76911,-34.5934642,-58.4421207,Departamento,2.0,50.0,110000.0
386566,-34.5548332,-58.4612959,Departamento,2.0,44.0,134000.0
155486,-34.6003722,-58.437158,Departamento,1.0,19.0,51800.0
15358,-34.605539,-58.458807,Departamento,1.0,41.0,67200.0
331883,-34.6019145,-58.395655,Departamento,4.0,107.0,165000.0
442583,-34.5912625512,-58.393302454,Departamento,3.0,97.0,279000.0
178457,-34.5719594,-58.4789977,Departamento,2.0,62.0,159900.0
53357,-34.628590863,-58.4667116404,Departamento,3.0,69.0,140000.0
17202,-34.6013584,-58.3795221,Departamento,3.0,60.0,130000.0
161898,-34.6284483,-58.4574416,Departamento,4.0,152.0,209000.0
104721,-34.6139706,-58.509592,Casa,5.0,188.0,287000.0
284866,-34.6447946,-58.5106482,Departamento,4.0,125.0,360000.0
316814,-34.588653,-58.391658,Departamento,1.0,36.0,118000.0
98904,-34.5484658,-58.4711114,Departamento,3.0,70.0,275000.0
197940,-34.6072666,-58.5048239,Casa,4.0,205.0,400000.0
189680,-34.5772506,-58.4360596,Departamento,3.0,80.0,269000.0
116352,-34.620875,-58.438488,Departamento,2.0,51.0,119000.0
399545,-34.6085618,-58.3840319,Departamento,7.0,75.0,120000.0
406839,-34.611826,-58.516024,Departamento,3.0,2000.0,193400.0
205715,-34.5828006,-58.5088751,Casa,6.0,300.0,449000.0
211092,-34.5674374,-58.4728136,Departamento,2.0,38.0,105000.0
399484,-34.6156009,-58.4964119,Departamento,1.0,24.0,49500.0
155346,-34.6245418,-58.4072662,Departamento,4.0,123.33685198744115,162900.0
1454,-34.6095518988,-58.4161816802,PH,1.0,33.0,52000.0
402812,-34.6246048106,-58.4698927403,Departamento,1.0,43.0,70950.0
211444,-34.6273978,-58.4908436,Departamento,2.0,63.0,107300.0
57536,-34.5795039653,-58.4331821344,Departamento,2.0,67.0,175000.0
438102,-34.5804733,-58.4932014,Departamento,2.0,45.0,80000.0
28838,-34.5568157,-58.4628438,Departamento,4.0,64.0,165000.0
342988,-34.6420087238,-58.4744524956,Casa,7.0,401.0,690000.0
46024,-34.6279110847,-58.3670139313,Departamento,2.0,48.0,60000.0
214097,-34.581903,-58.467307,Departamento,1.0,47.0,109100.0
387644,-34.6395039,-58.4736244,Casa,5.0,364.0,240000.0
11389,-34.57106985,-58.4929129693,PH,3.0,136.0,185000.0
9277,-34.6335906,-58.4690625,Departamento,2.0,42.0,85000.0
360165,-34.5534710259,-58.4555759849,Departamento,2.0,65.0,199000.0
398125,-34.560316,-58.465924,Departamento,3.0,60.0,165000.0
266194,-34.5914415,-58.4045468,Departamento,2.0,44.0,87000.0
310151,-34.587189,-58.4194948,Departamento,3.0,58.0,138000.0
404799,-34.5561947,-58.4817215,Departamento,4.0,123.0,260000.0
395118,-34.6278263,-58.4111243,Casa,5.0,149.0,235000.0
422548,-34.5890498,-58.402487,Departamento,3.0,65.0,185000.0
49387,-34.6259952,-58.4191186,Departamento,1.0,27.0,68000.0
408292,-34.5590646,-58.4539659,Departamento,3.0,75.0,175000.0
310095,-34.6071631,-58.4281733,Departamento,2.0,39.0,138000.0
217367,-34.5722797399,-58.4473523126,Departamento,2.0,61.0,199900.0
2706,-34.6253627,-58.3725531,Departamento,1.0,55.0,105000.0
408101,-34.5717757387,-58.4328889847,Departamento,2.0,40.0,119000.0
422075,-34.5877487,-58.4399297,Departamento,1.0,35.0,95000.0
285673,-34.6087362,-58.4304911,Departamento,4.0,90.0,159000.0
96267,-34.5859499,-58.415791,Departamento,2.0,50.0,120000.0
3771,-34.5675917,-58.4547762,Departamento,4.0,135.0,320000.0
178217,-34.6109408,-58.4432299,Departamento,1.0,37.0,108000.0
240948,-34.5499803,-58.4830935,Departamento,4.0,153.0,293000.0
217320,-34.5690852,-58.4368196,Departamento,2.0,50.0,170000.0
168104,-34.6165784,-58.4466909,Departamento,1.0,36.0,83500.0
425912,-34.6538699,-58.5225004,PH,2.0,81.0,105000.0
186127,-34.5875651,-58.414014,Departamento,2.0,45.0,110000.0
311144,-34.6249710121,-58.4658420884,Departamento,5.0,105.0,160000.0
382410,-34.5796113,-58.4125876,Departamento,3.0,68.0,250000.0
87766,-34.5897583183,-58.4121032368,Departamento,3.0,81.13101117399705,120000.0
93254,-34.6178654,-58.3608683,Departamento,2.0,65.0,294900.0
329693,-34.5859869,-58.4112318,Departamento,2.0,39.0,89900.0
416274,-34.6366985,-58.4270781,Departamento,3.0,86.0,120000.0
381203,-34.540652,-58.468081,Departamento,3.0,81.0,210000.0
259135,-34.5707784,-58.4713185,PH,3.0,117.0,235000.0
409298,-34.5809246,-58.4425599,Departamento,3.0,71.0,215000.0
215433,-34.6368285,-58.3765285,Departamento,3.0,55.0,95000.0
133455,-34.5631319,-58.4538931,Departamento,5.0,225.98633727848642,600000.0
43284,-34.5727266,-58.4913115,PH,4.0,110.0,199000.0
227353,-34.6052509746,-58.476190567,PH,3.0,84.0,120000.0
331768,-34.57359,-58.490288,Departamento,3.0,65.0,139000.0
69555,-34.5781588,-58.4072524,Departamento,4.0,176.0,720000.0
157006,-34.6316583,-58.4172704,Departamento,1.0,40.0,82000.0
294080,-34.576481516,-58.4380977857,PH,3.0,91.0,299000.0
358921,-34.5895720636,-58.4070671185,Departamento,1.0,34.0,95000.0
70276,-34.6149843,-58.3789755,Departamento,1.0,29.047749348812808,51500.0
264529,-34.5915957,-58.3835095,Departamento,4.0,142.0,380000.0
336468,-34.5994896,-58.4358034,Departamento,3.0,76.0,115000.0
182859,-34.5682689854,-58.4433207381,Departamento,5.0,200.0,650000.0
340224,-34.6300209,-58.4077174,Departamento,2.0,31.0,65000.0
128941,-34.5642535,-58.4646723,Departamento,3.0,64.0,225000.0
15268,-34.5958179,-58.4143536,Departamento,2.0,48.0,209000.0
375546,-34.5591421,-58.4564096,Departamento,2.0,56.0,127500.0
254214,-34.5887317,-58.4103282,Departamento,3.0,126.13667312996984,200000.0
149970,-34.5873919,-58.5116369,PH,3.0,108.0,180000.0
330948,-34.5876596,-58.3857784,Departamento,3.0,96.0,355000.0
92186,-34.574104,-58.421636,Departamento,3.0,71.0,300000.0
194471,-34.56867981,-58.47286987,Departamento,3.0,82.0,199000.0
3020,-34.6485112,-58.5253187,PH,3.0,68.0,120000.0
79415,-34.6018082329,-58.4081024605,Departamento,3.0,60.0,85000.0
195188,-34.576289,-58.435162,Departamento,3.0,82.0,180000.0
254591,-34.5917576,-58.4393149,Departamento,3.0,94.86155210971755,129999.0
386625,-34.6024102,-58.4640921,Departamento,2.0,58.0,76000.0
82271,-34.6070144,-58.4324733,Departamento,3.0,58.0,124500.0
339861,-34.5893156,-58.409765,Departamento,4.0,104.0,265000.0
163076,-34.5860158,-58.4111721,Departamento,1.0,31.0,125000.0
402917,-34.586636,-58.439412,Departamento,1.0,37.0,66500.0
82473,-34.6100458,-58.3613825,Departamento,4.0,179.0,1050000.0
447335,-34.580186,-58.428451,Departamento,2.0,46.0,128978.0
406151,-34.536836,-58.467683,Departamento,2.0,55.0,159000.0
105282,-34.6454035,-58.3812839,Departamento,2.0,45.0,65000.0
454781,-34.591979,-58.4427583,Departamento,2.0,75.0,43150.0
452347,-34.5510691069,-58.4767073393,Departamento,2.0,58.0,150000.0
393584,-34.5846641,-58.4621394,PH,3.0,80.0,160000.0
153573,-34.579242,-58.4977431,Departamento,2.0,23.0,55000.0
291774,-34.5876107,-58.3985995,Departamento,3.0,129.0,250000.0
103887,-34.5788110737,-58.4553337097,Departamento,1.0,51.0,65661.0
270550,-34.6214066,-58.5095958,Departamento,3.0,71.0,125000.0
454675,-34.6016181,-58.3738711,Departamento,4.0,82.0,105000.0
4038,-34.6158617,-58.4777269,Departamento,1.0,36.0,95000.0
442363,-34.563052,-58.4462053,Departamento,4.0,171.0,930000.0
121819,-34.6006005786,-58.3739125729,Departamento,2.0,56.0,99000.0
430809,-34.5951824,-58.4407882,Casa,6.0,250.0,480000.0
353002,-34.5701253,-58.4470661,Departamento,1.0,39.0,100000.0
303006,-34.596578,-58.394945,Departamento,3.0,108.0,195000.0
45017,-34.563101,-58.4377547,Departamento,3.0,120.0,348000.0
358903,-34.595901,-58.383297,Departamento,2.0,49.0,92000.0
31509,-34.6370901,-58.4730513,Departamento,3.0,52.0,105000.0
292161,-34.6075947,-58.4457497,PH,5.0,182.0,350000.0
257899,-34.5891244,-58.4067641,Departamento,2.0,60.0,325000.0
287510,-34.6078345,-58.4399422,Departamento,2.0,49.0,139000.0
306604,-34.612788,-58.4402425,Departamento,2.0,49.0,115000.0
218648,-34.6032215,-58.3647509,Departamento,2.0,108.0,450000.0
216539,-34.5840403,-58.4154299,Departamento,5.0,226.0,470000.0
79555,-34.5905566,-58.5043428,Departamento,2.0,44.0,77000.0
187688,-34.5910209,-58.4115372,Departamento,5.0,128.0,375000.0
206780,-34.5847856,-58.4920366,Departamento,1.0,63.0,114900.0
230598,-34.5982786,-58.4224631,Departamento,4.0,103.0,350000.0
449765,-34.6217824,-58.4244518,Departamento,2.0,54.0,114900.0
85364,-34.5787492245,-58.4403075889,Departamento,3.0,65.0,182000.0
156363,-34.58468,-58.4217718,Departamento,4.0,71.0,170000.0
455305,-34.5826105,-58.4697235,Departamento,2.0,52.0,89000.0
187694,-34.5838629,-58.4306988,Departamento,1.0,35.0,87300.0
165038,-34.6006177,-58.420724,Departamento,2.0,49.0,124000.0
147585,-34.6285923,-58.3721943,Departamento,3.0,137.0,222000.0
369062,-34.5947231862,-58.5021919012,Casa,4.0,151.0,310000.0
236151,-34.591827,-58.4226121,Departamento,2.0,59.04866488606089,110000.0
123583,-34.6160537,-58.4466041,Departamento,4.0,88.0,165000.0
398920,-34.6062836,-58.4542983,Departamento,2.0,55.0,115000.0
333921,-34.5877605,-58.4167562,Departamento,2.0,56.0,172000.0
398446,-34.6014075,-58.4592061,Departamento,1.0,37.0,75000.0
76907,-34.5972616,-58.4452773,Departamento,2.0,45.0,135000.0
147375,-34.5680975,-58.435397,Departamento,2.0,61.0,231900.0
182367,-34.6269352,-58.3783467,Departamento,3.0,134.0,84500.0
404862,-34.6215575946,-58.4440144699,Departamento,3.0,58.0,140000.0
146381,-34.5677,-58.4943,PH,5.0,190.0,209000.0
303049,-34.607137,-58.4033876,Departamento,3.0,72.0,100000.0
44123,-34.6012083,-58.3971904,Departamento,1.0,44.0,96300.0
402881,-34.5791872,-58.4362338,Departamento,2.0,51.0,200000.0
323684,-34.5954803,-58.4202352,Departamento,1.0,36.0,120000.0
129107,-34.600645,-58.407462,Departamento,1.0,44.0,66000.0
324709,-34.6012376,-58.3895212,Departamento,4.0,85.0,190000.0
97805,-34.5837883,-58.399918,Departamento,4.0,117.0,310000.0
309554,-34.6426914,-58.4039454,Casa,6.0,309.0,339000.0
399910,-34.5748143,-58.492803,Departamento,1.0,38.0,83000.0
100055,-34.5788613,-58.4840329,Departamento,1.0,40.0,120000.0
265232,-34.5776433,-58.4722717,Departamento,2.0,57.0,145000.0
310141,-34.5704357,-58.4344664,Departamento,1.0,42.0,150000.0
444007,-34.5871885,-58.4055637,Departamento,3.0,70.0,196000.0
408299,-34.5582174,-58.452251,Departamento,4.0,158.0,750000.0
64036,-34.5992906,-58.4253142,Departamento,3.0,64.0,227000.0
285689,-34.6394284,-58.5249604,Departamento,3.0,56.0,125000.0
273777,-34.6186427,-58.443974354,Departamento,4.0,74.0,127000.0
12738,-34.5696846,-58.4896082,Departamento,2.0,41.0,128000.0
317283,-34.5983503,-58.4307789,Departamento,2.0,46.0,108000.0
166265,-34.6324692,-58.5050299,Casa,4.0,252.0,369000.0
187142,-34.5503929,-58.4677054,Departamento,2.0,47.0,170000.0
397218,-34.557145,-58.46655,Departamento,1.0,54.0,95000.0
336196,-34.629368,-58.4952519,Departamento,2.0,62.0,104900.0
378995,-34.6549634,-58.4822948,Casa,4.0,308.0,190000.0
84295,-34.6045916,-58.3766101,Departamento,1.0,20.0,42900.0
61019,-34.5979611,-58.410186,Departamento,2.0,55.0,129000.0
299035,-34.6272334,-58.4300152,Departamento,3.0,72.0,176400.0
149578,-34.574291,-58.4594935,Departamento,2.0,56.0,169000.0
69948,-34.559804,-58.449174,Departamento,5.0,253.0,980000.0
201195,-34.6631803,-58.4816991,PH,3.0,130.0,70000.0
241363,-34.576765,-58.434348,Departamento,3.0,64.0,165000.0
32209,-34.5953266,-58.4403884,Departamento,1.0,37.0,102500.0
235181,-34.6326037,-58.3762028,Departamento,4.0,101.0,255000.0
250682,-34.5796116,-58.4745932,Departamento,3.0,65.0,179000.0
403332,-34.6006333764,-58.4354365216,Departamento,1.0,30.0,72000.0
323270,-34.5891116,-58.5030705,Departamento,4.0,173.0,320000.0
227997,-34.5694182,-58.4668376,Departamento,2.0,62.0998962051099,155000.0
454530,-34.6273964,-58.5051682,Casa,4.0,161.0,180000.0
96637,-34.5878855,-58.4521974,Departamento,3.0,77.0,146000.0
380158,-34.6322692058,-58.4003539865,Departamento,3.0,77.0,167000.0
165418,-34.5703597,-58.4869315,Departamento,3.0,59.0,155000.0
52584,-34.6536691,-58.522835,PH,2.0,44.0,85000.0
168262,-34.580684,-58.4670762,Departamento,4.0,168.0,259000.0
153566,-34.6302957,-58.4436091,Departamento,3.0,85.0,250000.0
414743,-34.6167724,-58.4207853,PH,5.0,240.0,280000.0
79365,-34.5791632,-58.4557246,Departamento,1.0,30.0,61129.0
26026,-34.5621439,-58.4595121,Departamento,5.0,140.0,290000.0
170432,-34.6077,-58.3889,Departamento,3.0,114.0,143000.0
216750,-34.6167742221,-58.4002164423,Departamento,4.0,102.0,80000.0
116190,-34.5754604,-58.4196081,Departamento,4.0,192.0,780000.0
442575,-34.5899099,-58.4064938,Departamento,4.0,92.0,195000.0
248128,-34.5752740271,-58.4308876074,Departamento,4.0,75.0,170000.0
400795,-34.5475408,-58.4515026,Casa,5.0,284.0,394900.0
6870,-34.641094,-58.3773949,Casa,6.0,306.0,400000.0
95555,-34.6243090494,-58.5126042366,PH,3.0,132.0,120000.0
116266,-34.5583203,-58.4435769,Departamento,3.0,100.0,338000.0
376787,-34.6112544,-58.4440309,Departamento,4.0,111.0,240000.0
434864,-34.6126321,-58.4566423,PH,4.0,103.0,149000.0
410052,-34.5681849,-58.4713184,Departamento,3.0,50.0,127000.0
124695,-34.5669752,-58.4535227,Departamento,4.0,110.0,395000.0
110702,-34.5489996,-58.4641704,Departamento,2.0,42.0,115000.0
186309,-34.6215194,-58.4361001,Departamento,2.0,55.0,109000.0
52141,-34.5855329,-58.4751364,Departamento,1.0,44.0,83700.0
303935,-34.6217824,-58.4244518,Departamento,2.0,54.0,134000.0
264624,-34.576139,-58.468259,Departamento,5.0,14744.0,330000.0
14590,-34.592368,-58.3966367,Departamento,3.0,102.22274344141462,185000.0
370354,-34.6027358098,-58.3805920196,Departamento,2.0,34.0,85000.0
414736,-34.6176367,-58.4219816,PH,4.0,168.0,230000.0
238140,-34.5364712,-58.4687005,Departamento,2.0,42.0,125000.0
165185,-34.6126049,-58.390743,Departamento,1.0,43.0,80000.0
8159,-34.6326972,-58.3687119,PH,2.0,24.0,60000.0
90163,-34.6284917,-58.4009447,PH,3.0,100.0,140000.0
79256,-34.5944033,-58.3979613,Departamento,2.0,41.0,122000.0
416067,-34.6233708,-58.3978983,Departamento,4.0,83.0,152000.0
226486,-34.618997,-58.498914,Departamento,4.0,91.0,152000.0
243081,-34.5966679,-58.4189351,Departamento,1.0,36.0,100000.0
52634,-34.6237754,-58.4101751,PH,2.0,39.0,68000.0
451334,-34.5580319734,-58.4627366066,Departamento,3.0,61.0,175000.0
65365,-34.5579365,-58.4803824,Departamento,2.0,47.0,162000.0
380775,-34.6094436,-58.501056,Casa,5.0,418.08669769202027,375000.0
219680,-34.5861567,-58.4123258,Departamento,2.0,47.0,128700.0
269676,-34.5893168,-58.3889302,Departamento,1.0,27.0,78000.0
411792,-34.612349,-58.4928727,Departamento,3.0,64.0,139000.0
94021,-34.6029474,-58.4130185,Departamento,3.0,65.0,126000.0
202377,-34.5469127,-58.4480521,Casa,6.0,284.9739503467,690000.0
187133,-34.6258029,-58.467333,Departamento,4.0,129.1488236738497,170000.0
131219,-34.6243884,-58.4178895,Departamento,2.0,36.0,73000.0
116341,-34.6185057,-58.3958717,Departamento,4.0,76.0,99900.0
178527,-34.6183715,-58.4785929,Departamento,3.0,108.0,141732.0
293730,-34.587013,-58.4004967,Departamento,1.0,43.0,99000.0
66992,-34.575281,-58.4795077,PH,4.0,145.0,290000.0
127897,-34.5774308,-58.4646956,PH,2.0,50.0,120000.0
